tax_name	Z0002	Z0004	Z0005	Z0006	Z0007	Z0008	Z0009	Z0010	Z0011	Z0012	Z0013	Z0014	Z0015	Z0016	Z0017	Z0018	Z0019	Z0020	Z0021	Z0022	Z0023	Z0025	Z0026	Z0027	Z0029	Z0030	Z0031	Z0032	C0001	C0002	C0003	C0004	C0005	C0006	C0007	C0008	C0009	C0010	C0011	C0012	C0013	C0014	C0015	C0016	C0017	C0018	C0019	C0020	C0021	C0022	C0023	C0024	C0025	C0026	C0027	C0028	C0029	C0030	C0031	C0032	C0033	C0034	C0035	C0036	C0037	C0038	C0039	C0040	C0041	C0042	C0043	C0044	C0045	C0046	C0047	C0048	C0049	C0050	C0051	C0052	C0053	C0054	C0055	C0056	C0057	C0058	C0059	C0060	C0061	C0062	C0063	C0064	C0065	C0066	C0067
Bacteroides	42.6686990678	41.8982794479	34.1228851291	45.1951420823	50.0834005919	5.474011397	16.406393533	23.3139335844	31.3040345822	4.57596451294	33.6873528905	26.5828732527	34.7853142502	22.7692844272	14.5280949616	4.37086092715	41.3503649635	42.1129220023	0.687483937291	28.8062233141	28.3548766158	5.50667384929	54.0759759585	49.1813638192	2.15538494048	63.3267374228	55.3559466537	3.56470655335	42.3473702012	28.4381108519	50.8447542533	7.127473415	23.0496047657	34.5318248074	51.600877193	51.0195290063	63.338911651	12.3487788176	1.59515631367	5.19236249644	25.8038163039	1.53524492235	7.64014770057	57.8809933885	25.5576490609	53.0037801686	20.3699090795	30.6219496934	7.93184488836	2.91884195538	42.5403225806	29.9144777031	76.3378016086	2.1789193977	56.1042852862	26.7232046193	38.0615640599	62.1658386563	4.73408420165	3.51820045432	61.2567674433	41.1143523921	19.6328376097	46.5266919812	30.4353226107	42.6489990249	1.28841001083	40.4933849442	53.5216178522	26.8666241225	51.4175817358	74.5559502664	40.8506714311	58.3773939607	41.0785091197	53.7779137351	33.249216181	27.6320331377	33.1358517128	73.6245954693	5.38827258319	52.0293336705	8.13963245784	36.3765457666	32.9120010991	25.6397134084	12.3798279642	3.02974321079	43.7433218568	11.094684497	2.23425863236	0.0413711583924	10.056147423	14.4720020455	23.6806011092
Faecalibacterium	4.3970217506	15.3211066994	37.340457109	21.5422709586	0.0430454667742	28.0262476256	5.54228672913	20.95172886	16.6006243996	5.21216366077	25.1506975142	3.80594385058	1.79838207841	20.013951055	20.9212308884	1.87637969095	9.3795620438	15.5704307334	0.077101002313	1.36866116863	35.3936545241	2.12485784402	0.280095699364	6.06652496122	11.8334859477	2.57840139114	3.09359965897	0.844122511836	0.0	13.7587489754	5.03308128545	0.794184950868	5.0922213312	19.7056986188	1.35233918129	5.11200459506	2.89687806568	4.57658068934	8.47645106829	7.8825876318	15.8312423412	11.678614098	5.48506210137	8.61714539697	13.7421746794	7.61849374819	15.0641424835	8.30309097734	6.39770204988	0.047460844803	0.122189638318	4.77092241906	2.61126005362	26.4127546502	6.90440515433	16.5824612053	2.94746850488	1.71516441921	4.45100283081	4.26062385727	7.69511527465	2.6137689615	2.03736994063	8.197453652	5.00527851952	7.27356163597	1.52214811014	16.8409497949	4.49209669921	5.02987758891	0.0	3.21936056838	4.40320442625	1.39231582657	8.17532982482	7.38758029978	7.22642807984	8.96329536303	0.0234631628344	0.00599304806425	3.12995245642	6.8276646858	0.226567089032	10.5378379977	2.76842756062	2.23259979529	7.45488277957	0.00615801465608	4.03063041672	3.68926819434	0.00752275633793	8.54018912529	11.4958249352	3.61800051138	9.78591448506
Prevotella	0.0469015653397	0.0	0.0474918373404	0.0	0.0	33.8513785759	25.3720374793	22.1271254136	0.0540345821326	58.7346057316	0.00574085768414	0.029366850699	0.00622277535781	0.127884671279	10.6831817302	60.7726269316	0.036496350365	0.506402793946	0.250578257518	0.0	0.00587544065805	54.5459986832	0.00583532707008	0.195323720342	54.3354229767	0.0	0.0182692893247	34.8371642046	0.0	0.0189167034492	0.0295368620038	4.45551218198	6.15763546798	0.00694107031304	0.0	0.00717978173464	4.75503491257	24.9543483223	0.0116434767421	20.455970362	0.169224485032	23.6559139784	0.228264518295	0.0	0.0121558378411	0.0348938644955	0.0498194046581	0.306594919284	26.9682726204	0.0355956336022	0.0	0.0305436774588	0.198391420911	0.265721877767	0.0239736290081	0.132322867798	18.0948419301	0.0	64.3257242667	53.3547564962	0.00608309507877	0.0291715285881	16.5168600534	0.0111681929863	0.0124200459541	0.0114724946939	1.49364346389	0.00577734126755	0.0406787540678	0.04061031502	0.0558347292016	0.0166518650089	0.0288167828944	0.0117495006462	0.0504649989186	0.0458855919241	8.75583084806	30.289955126	0.00586579070858	0.0299652403213	46.262546223	0.00632191174611	0.193001594361	5.5558842672	0.0	0.0191914022518	0.146174172148	0.00615801465608	0.0296806363529	0.0201599354883	0.0150455126758	0.0177304964539	4.05989058451	0.0575300434672	0.0178901544517
Blautia	0.140704696019	0.976870233819	0.320569902048	1.43261407853	0.279795534033	0.224486271802	0.502174046175	0.35376012781	0.426272814601	0.163427304033	0.786497502727	0.55209679314	0.460485376478	1.24978201477	3.06431843107	0.187637969095	0.650851581509	0.203725261932	0.00642508352609	0.485465286308	0.652173913043	1.71185730532	0.0933652331213	0.126385936693	0.605761780658	0.347784373689	0.347116497169	0.0684423658244	6.25739895146	3.78964625765	1.11058601134	6.57558217795	7.53236338642	9.23162351634	10.2046783626	2.1539345204	3.9759939985	8.02328235563	32.2757175292	1.50470219435	6.6289315516	1.15890083633	0.00671366230279	6.18923273515	1.81121983833	4.56528060482	11.8819280109	6.11312726817	2.97036166601	3.47650688182	3.19525904203	2.78558338424	0.262734584451	16.545615589	2.13365298172	3.59677613376	3.416924174	3.04589543411	2.84888273204	0.736882929802	1.84317780887	4.03733955659	1.29106063082	5.51708733527	11.2090914736	2.42643262777	11.6127928852	4.88763071235	4.29451417945	17.3986192493	3.7161114213	3.86323268206	5.34839490519	1.99741510986	1.76627496215	2.02661364331	2.61527873366	1.88125647221	0.727358047865	5.88517319909	1.61780243001	6.65697306866	1.8293194596	8.24211585113	2.65164525657	22.1660696008	45.325237533	46.2097419792	10.9937077051	8.77629191586	0.285864740842	2.18676122931	17.8591995393	3.99514190744	10.8354702129
Roseburia	11.6550389869	12.0753765677	2.60611457405	8.66643084542	0.495022867904	3.30397743625	12.6400881867	11.9936094944	17.4591738712	6.356154789	3.94396922901	0.458122870903	6.63970130678	24.9258850201	0.87736275079	0.59050772627	18.4124087591	4.3713620489	0.0192752505783	0.994326490027	9.27732079906	1.675944215	3.57705549396	5.95162865514	4.44460097204	4.46723031721	10.8884964375	0.37072948155	0.202942668696	4.41389747146	20.327268431	1.32588504509	5.93424218123	2.51960852364	2.12719298245	6.41154508903	2.29672802816	6.66514494408	8.95965535309	2.06896551724	8.0527513567	9.05017921147	0.0201409869084	2.28901605644	2.99033610891	4.86187845304	4.4588367169	3.34125891628	7.01788745267	0.130517323209	0.0183284457478	13.9462431277	0.0268096514746	2.76941245941	7.11417440815	5.58161915073	8.09959591158	2.85663591199	3.41504547371	1.60673721535	8.15134740556	0.886814469078	0.844364547584	3.35045789591	1.26684468733	2.96563987839	3.21532409783	5.6964584898	6.43305439331	7.34466554504	0.00620385880018	0.30528419183	2.65114402628	7.59017741746	7.49044769664	5.31508106454	2.44704442915	3.25048901163	0.0117315814171	1.86383794798	1.79609086107	5.21557719055	0.654527146094	4.18318442696	2.31503743904	1.17067553736	1.72597964806	3.36227600222	0.433337290752	1.78751427995	0.00752275633793	1.17021276596	1.1877339476	2.63998977243	1.31194465979
Megamonas	32.4265697368	0.0	0.0	0.0	0.0	14.1138548323	6.70586073856	0.0	0.426272814601	0.0350201365785	11.5620873759	0.0528603312581	23.6901057872	0.0348776376213	9.83162376621	0.866445916115	0.0	0.0	0.0321254176304	0.0	0.00587544065805	2.17872747951	0.0	17.602114092	0.0845248996267	11.6387839539	0.0669873941904	45.7423144927	0.0	0.00630556781638	0.0	20.5613137704	6.78771909726	0.0	0.00730994152047	0.0	0.854059668764	6.97900022826	0.0349304302265	36.0900541465	0.0291766353504	0.698924731183	0.0	0.0	0.0	0.494329747019	0.00622742558227	0.0	0.0	0.0	0.0	0.0122174709835	9.21179624666	0.0413345143194	0.0239736290081	0.0	0.0	0.0	0.0	1.91146323896	8.11484883508	12.024504084	26.8126600207	0.0	7.35887722784	4.86433775024	0.00570092925147	0.0	0.0116225011622	0.0116029471485	0.00620385880018	0.00555062166963	0.0	0.0	0.0576742844783	2.17191801775	0.0	7.30065585088	3.4842796809	0.0	0.211304807185	0.0	0.0	0.0	0.00686954729683	0.0	0.0	0.0	0.0	0.423358645252	0.00752275633793	7.20449172577	0.0	0.223727946816	0.0
Escherichia/Shigella	3.92214340153	0.00630238860529	0.100920154348	0.00589553118736	1.29674468658	0.212974155298	0.440933308837	0.399406595914	12.2958693564	0.0933870308761	0.551122337677	24.0103371314	0.317361543248	15.5844910771	0.348364621637	0.59050772627	4.34306569344	0.285215366706	1.01516319712	7.49254255133	3.87779083431	0.0478841204285	0.0	0.109151490779	0.0986123828979	0.101936799185	0.310577918519	0.0228141219415	3.03286543774	4.28148054732	0.0118147448015	1.06340018845	0.0916485278955	0.0555285625042	0.0146198830409	0.078977599081	0.0750187546886	0.656242866926	0.00582173837108	0.170988885723	0.145883176752	0.0358422939068	30.0033568311	0.0166675926441	7.34820397497	0.0116312881651	0.105866234898	0.0563133525216	1.76263219741	7.73018509729	12.4633431085	0.0427611484422	0.0804289544237	0.383820490109	0.0899011087803	0.0240587032359	0.0	0.0532292405962	0.0301150394507	0.00554047315641	0.0364985704726	8.12718786464	0.555646347442	4.35559526468	0.0	0.258131130614	37.5748246964	0.0	0.0174337517434	3.05157510007	20.2431912649	0.638321492007	0.0691602789464	2.62601339443	0.245115709033	0.0	0.0994111799342	0.0	35.9455654622	0.269687162891	0.0330163761226	0.0379314704767	1.48527313921	0.0591680965623	0.0	4.91939611054	0.13493000506	12.8517765872	1.6324349994	0.349438881795	68.3818551117	1.18203309692	0.136769363662	0.0319611352595	0.709642793249
Lachnospiracea_incertae_sedis	0.111391217682	4.58183651604	0.373998219055	4.30963329796	0.0645682001614	4.32855580499	0.869618470206	3.32078055461	1.23078770413	4.06233584311	1.34910155577	0.528603312581	3.97013067828	0.546416322734	5.51577317592	0.298013245033	0.0669099756691	1.28055878929	0.00642508352609	0.233959174124	2.58519388954	7.39211109116	0.881134387583	1.14896306083	0.802986546455	0.197877316064	4.3724499117	2.48673929162	0.135295112464	5.48584400025	1.64224952741	4.44878180105	2.42868598923	8.13493440689	3.88157894737	2.81447443997	1.09642795314	5.78064368865	14.245793794	2.00056996295	4.09639960319	0.931899641578	0.0201409869084	5.10583921329	2.97210235216	11.2997964524	13.6941088554	5.08071580528	6.3258911085	0.296630280019	2.3765884653	18.124618204	0.00536193029491	9.02863891349	3.35630806114	2.2073860219	2.63845971	4.6782588124	3.12594109498	1.87822040002	1.11928949449	0.110851808634	0.773546875851	8.24771052044	6.8558653667	6.22382837148	1.94401687475	4.96851349009	1.52254765226	1.24731681848	1.26558719524	0.277531083481	2.76064780128	2.54376688991	3.48929421094	2.45487916794	6.28584537738	3.56690829594	0.551384326607	2.89464221503	7.17776016904	3.64142116577	0.411177309726	0.786935684279	8.08545716837	3.0258444217	7.5617023669	12.2236590923	4.60049863469	4.42846582891	0.0	3.74113475177	3.22487762742	2.69112758885	1.44313912576
Ruminococcus	0.0996658263469	0.100838217685	0.724250519441	0.925598396416	0.0	0.633166407644	3.86429052605	2.90996234166	1.07468780019	3.71797116675	2.79579769217	1.84423822389	1.96639701307	0.0116258792071	2.01922456616	0.0441501103752	0.535279805353	3.41094295693	0.0128501670521	3.47429373574	0.129259694477	1.02352307416	0.0	2.889642098	0.0845248996267	0.263836421419	0.395834602034	0.0570353048537	0.0225491854107	1.53225297938	1.16965973535	0.0201911428187	1.44346431436	2.75560491427	0.475146198831	0.0	0.369323100006	0.0057064597124	7.53915119055	0.290681105728	14.9501079536	0.955794504182	0.00671366230279	1.06672592922	15.9241475719	1.00610642629	1.48212728858	7.84007007883	5.398877138	0.0118652112007	0.00610948191593	13.3842394625	0.00536193029491	0.537348686153	1.30056937369	1.36533140863	1.77085809365	0.0946297610599	2.5055712823	0.92525901712	0.0	0.00583430571762	0.152530369886	0.0	1.81953673229	8.31755865312	0.0342055755088	0.335085793518	5.83449558345	2.87753089285	0.229542775606	0.0	3.82686876837	11.4792621314	6.05579987023	1.7283572958	1.09352297928	0.926245541365	0.00586579070858	1.01881817092	1.21500264131	4.21039322291	0.0671309893429	0.136086622094	2.24634196606	0.0	1.42238713667	0.0	0.00593612727057	16.4236274444	0.00752275633793	0.0	2.91534696228	5.74021989261	24.9627288449
Gemmiger	0.90285513279	2.79826054074	8.82160878598	1.43850960972	0.0	0.52380130087	1.6841202768	1.98562136255	4.37079731028	1.20819471196	1.1194672484	1.79137789264	0.70939639079	0.174388188107	1.79988387847	0.0938189845474	1.52676399027	1.51338766007	0.00642508352609	2.90694273849	2.49706227967	2.68749625906	0.0233413082804	1.16045269145	1.05656124533	0.983390298015	2.94135558127	0.918268408145	0.0	1.72142001388	0.354442344045	0.545160856105	2.2740290984	5.38627056292	10.0073099415	0.201033888569	0.963702464078	5.24423647569	0.0	5.15816471929	2.42749606115	1.36798088411	0.0	2.48902716818	13.7482525983	1.89008432684	5.52372649147	3.60405456138	5.75140357749	0.136449928809	0.0	0.494807574833	0.0	6.96781812813	1.36649685346	5.0222543005	1.43807939149	1.44901821623	0.265012347166	0.504183057233	0.0	0.00583430571762	0.582883913494	0.407639044003	4.78171769235	9.12063328171	0.444672481614	0.00577734126755	0.865876336588	10.6515054824	0.0	0.971358792185	9.97060688145	0.0587475032311	3.04952779179	3.28846742123	6.9205475262	0.949257852953	0.0117315814171	1.88781014024	0.270734284205	0.973574408901	0.243349836368	0.319507721436	4.83616129697	0.0	0.691516275933	0.00615801465608	0.00593612727057	11.3097238089	0.0	0.0	2.52663403398	17.3485042189	0.00596338481722
